Surah,Ayah,Text,Label
22,2,"The Day ye shall see it, every mother giving suck shall forget her suckling-babe, and every pregnant female shall drop her load (unformed): thou shalt see mankind as in a drunken riot, yet not drunk: but dreadful will be the Wrath of Allah.",['alam-akhirat']
22,3,"And yet among men there are such as dispute about Allah, without knowledge, and follow every evil one obstinate in rebellion!",['alam-dunia']
22,4,"About the (Evil One) it is decreed that whoever turns to him for friendship, him will he lead astray, and he will guide him to the Penalty of the Fire.",['alam-akhirat']
22,5,"O mankind! if ye have a doubt about the Resurrection, (consider) that We created you out of dust, then out of sperm, then out of a leech-like clot, then out of a morsel of flesh, partly formed and partly unformed, in order that We may manifest (our power) to you; and We cause whom We will to rest in the wombs for an appointed term, then do We bring you out as babes, then (foster you) that ye may reach your age of full strength; and some of you are called to die, and some are sent back to the feeblest old age, so that they know nothing after having known (much), and (further), thou seest the earth barren and lifeless, but when We pour down rain on it, it is stirred (to life), it swells, and it puts forth every kind of beautiful growth (in pairs).","['aqidah', 'syariah', 'ilmu', 'alam-dunia']"
22,6,"This is so, because Allah is the Reality: it is He Who gives life to the dead, and it is He Who has power over all things.","['aqidah', 'alam-akhirat']"
22,7,"And verily the Hour will come: there can be no doubt about it, or about (the fact) that Allah will raise up all who are in the graves.","['aqidah', 'alam-ghaib', 'alam-akhirat']"
22,8,"Yet there is among men such a one as disputes about Allah, without Knowledge, without Guidance, and without a Book of Enlightenment,-",['alam-dunia']
22,9,"(Disdainfully) bending his side, in order to lead (men) astray from the Path of Allah: for him there is disgrace in this life, and on the Day of Judgment We shall make him taste the Penalty of burning (Fire).",['alam-akhirat']
22,10,"(It will be said): ""This is because of the deeds which thy hands sent forth, for verily Allah is not unjust to His servants.","['aqidah', 'akhlak']"
22,11,"There are among men some who serve Allah, as it were, on the verge: if good befalls them, they are, therewith, well content; but if a trial comes to them, they turn on their faces: they lose both this world and the Hereafter: that is loss for all to see!",['alam-dunia']
22,12,"They call on such deities, besides Allah, as can neither hurt nor profit them: that is straying far indeed (from the Way)!",['syariah']
22,13,"(Perhaps) they call on one whose hurt is nearer than his profit: evil, indeed, is the patron, and evil the companion (or help)!",['syariah']
22,14,"Verily Allah will admit those who believe and work righteous deeds, to Gardens, beneath which rivers flow: for Allah carries out all that He plans.","['aqidah', 'akhlak', 'alam-dunia', 'alam-akhirat']"
22,15,"If any think that Allah will not help him (His Messenger) in this world and the Hereafter, let him stretch out a rope to the ceiling and cut (himself) off: then let him see whether his plan will remove that which enrages (him)!",['alam-dunia']
22,16,Thus have We sent down Clear Signs; and verily Allah doth guide whom He will!,['aqidah']
22,17,"Those who believe (in the Qur'an), those who follow the Jewish (scriptures), and the Sabians, Christians, Magians, and Polytheists,- Allah will judge between them on the Day of Judgment: for Allah is witness of all things.","['aqidah', 'syariah', 'alam-akhirat']"
22,18,"Seest thou not that to Allah bow down in worship all things that are in the heavens and on earth,- the sun, the moon, the stars; the hills, the trees, the animals; and a great number among mankind? But a great number are (also) such as are fit for Punishment: and such as Allah shall disgrace,- None can raise to honour: for Allah carries out all that He wills.","['aqidah', 'syariah', 'ilmu', 'alam-dunia']"
22,19,"These two antagonists dispute with each other about their Lord: But those who deny (their Lord),- for them will be cut out a garment of Fire: over their heads will be poured out boiling water.",['alam-dunia']
22,20,"With it will be scalded what is within their bodies, as well as (their) skins.","['alam-dunia', 'alam-akhirat']"
22,21,In addition there will be maces of iron (to punish) them.,['alam-akhirat']
22,23,"Allah will admit those who believe and work righteous deeds, to Gardens beneath which rivers flow: they shall be adorned therein with bracelets of gold and pearls; and their garments there will be of silk.","['aqidah', 'akhlak', 'alam-dunia', 'alam-akhirat']"
22,24,For they have been guided (in this life) to the purest of speeches; they have been guided to the Path of Him Who is Worthy of (all) Praise.,"['aqidah', 'syariah']"
22,25,"As to those who have rejected (Allah), and would keep back (men) from the Way of Allah, and from the Sacred Mosque, which We have made (open) to (all) men - equal is the dweller there and the visitor from the country - and any whose purpose therein is profanity or wrong-doing - them will We cause to taste of a most Grievous Penalty.",['syariah']
22,26,"Behold! We gave the site, to Abraham, of the (Sacred) House, (saying): ""Associate not anything (in worship) with Me; and sanctify My House for those who compass it round, or stand up, or bow, or prostrate themselves (therein in prayer).","['aqidah', 'syariah', 'kisah']"
22,27,"""And proclaim the Pilgrimage among men: they will come to thee on foot and (mounted) on every kind of camel, lean on account of journeys through deep and distant mountain highways;",['syariah']
22,28,"""That they may witness the benefits (provided) for them, and celebrate the name of Allah, through the Days appointed, over the cattle which He has provided for them (for sacrifice): then eat ye thereof and feed the distressed ones in want.","['aqidah', 'syariah']"
22,29,"""Then let them complete the rites prescribed for them, perform their vows, and (again) circumambulate the Ancient House.""",['syariah']
22,30,"Such (is the Pilgrimage): whoever honours the sacred rites of Allah, for him it is good in the Sight of his Lord. Lawful to you (for food in Pilgrimage) are cattle, except those mentioned to you (as exception): but shun the abomination of idols, and shun the word that is false,-",['syariah']
22,31,"Being true in faith to Allah, and never assigning partners to Him: if anyone assigns partners to Allah, is as if he had fallen from heaven and been snatched up by birds, or the wind had swooped (like a bird on its prey) and thrown him into a far-distant place.","['aqidah', 'syariah', 'alam-dunia']"
22,32,"Such (is his state): and whoever holds in honour the symbols of Allah, (in the sacrifice of animals), such (honour) should come truly from piety of heart.","['syariah', 'alam-dunia']"
22,34,"To every people did We appoint rites (of sacrifice), that they might celebrate the name of Allah over the sustenance He gave them from animals (fit for food). But your god is One God: submit then your wills to Him (in Islam): and give thou the good news to those who humble themselves,-",['aqidah']
22,35,"To those whose hearts when Allah is mentioned, are filled with fear, who show patient perseverance over their afflictions, keep up regular prayer, and spend (in charity) out of what We have bestowed upon them.",['aqidah']
22,36,"The sacrificial camels we have made for you as among the symbols from Allah: in them is (much) good for you: then pronounce the name of Allah over them as they line up (for sacrifice): when they are down on their sides (after slaughter), eat ye thereof, and feed such as (beg not but) live in contentment, and such as beg with due humility: thus have We made animals subject to you, that ye may be grateful.",['aqidah']
22,37,"It is not their meat nor their blood, that reaches Allah: it is your piety that reaches Him: He has thus made them subject to you, that ye may glorify Allah for His Guidance to you and proclaim the good news to all who do right.",['akhlak']
22,38,"Verily Allah will defend (from ill) those who believe: verily, Allah loveth not any that is a traitor to faith, or show ingratitude.",['aqidah']
22,39,"To those against whom war is made, permission is given (to fight), because they are wronged;- and verily, Allah is most powerful for their aid;-",['aqidah']
22,40,"(They are) those who have been expelled from their homes in defiance of right,- (for no cause) except that they say, ""our Lord is Allah"". Did not Allah check one set of people by means of another, there would surely have been pulled down monasteries, churches, synagogues, and mosques, in which the name of Allah is commemorated in abundant measure. Allah will certainly aid those who aid his (cause);- for verily Allah is full of Strength, Exalted in Might, (able to enforce His Will).",['aqidah']
22,41,"(They are) those who, if We establish them in the land, establish regular prayer and give regular charity, enjoin the right and forbid wrong: with Allah rests the end (and decision) of (all) affairs.","['syariah', 'alam-dunia']"
22,42,"If they treat thy (mission) as false, so did the peoples before them (with their prophets),- the People of Noah, and 'Ad and Thamud;","['aqidah', 'kisah']"
22,43,Those of Abraham and Lut;,['kisah']
22,44,"And the Companions of the Madyan People; and Moses was rejected (in the same way). But I granted respite to the Unbelievers, and (only) after that did I punish them: but how (terrible) was my rejection (of them)!",['kisah']
22,45,"How many populations have We destroyed, which were given to wrong-doing? They tumbled down on their roofs. And how many wells are lying idle and neglected, and castles lofty and well-built?","['aqidah', 'alam-dunia']"
22,46,"Do they not travel through the land, so that their hearts (and minds) may thus learn wisdom and their ears may thus learn to hear? Truly it is not their eyes that are blind, but their hearts which are in their breasts.",['alam-dunia']
