,source,target
29502,notthing,sources
29503,sources,treasures
29504,treasures,inexhaustible
29505,inexhaustible,us
29506,us,send
29507,send,thereof
29508,thereof,due
29509,due,ascertainable
29510,ascertainable,measures
29511,send,fecundating
29512,fecundating,winds
29513,winds,cause
29514,cause,rain
29515,rain,descend
29516,descend,sky
29517,sky,therewith
29518,therewith,providing
29519,providing,water
29520,water,abundance
29521,abundance,though
29522,though,ye
29523,ye,guardians
29524,guardians,stores
29525,verily,give
29526,give,life
29527,life,give
29528,give,death
29529,death,remain
29530,remain,inheritors
29531,inheritors,else
29532,else,passes
29533,passes,away
29534,us,known
29535,known,hasten
29536,hasten,forward
29537,forward,lag
29538,lag,behind
29539,assuredly,thy
29540,thy,lord
29541,lord,gather
29542,gather,together
29543,together,perfect
29544,perfect,wisdom
29545,wisdom,knowledge
29546,created,man
29547,man,sounding
29548,sounding,clay
29549,clay,mud
29550,mud,moulded
29551,moulded,shape
29552,jinn,race
29553,race,created
29554,created,fire
29555,fire,ofscorching
29556,ofscorching,wind
29557,behold,thy
29558,thy,lord
29559,lord,said
29560,said,angels
29561,angels,create
29562,create,man
29563,man,sounding
29564,sounding,clay
29565,clay,mud
29566,mud,moulded
29567,moulded,shape
29568,whenhave,fashioned
29569,fashioned,due
29570,due,proportion
29571,proportion,breathed
29572,breathed,spirit
29573,spirit,fall
29574,fall,ye
29575,ye,obeisance
29576,obeisance,unto
29577,angels,prostrated
29578,prostrated,together
29579,iblis,refused
29580,refused,among
29581,among,prostrated
29582,allah,said
29583,said,iblis
29584,iblis,reason
29585,reason,among
29586,among,prostrated
29587,iblis,said
29588,said,one
29589,one,prostrate
29590,prostrate,man
29591,man,thou
29592,thou,didst
29593,didst,create
29594,create,sounding
29595,sounding,clay
29596,clay,mud
29597,mud,moulded
29598,moulded,shape
29599,allah,said
29600,said,get
29601,get,thee
29602,thee,thou
29603,thou,art
29604,art,rejected
29605,rejected,accursed
29606,curse,shall
29607,shall,thee
29608,thee,till
29609,till,day
29610,day,judgment
29611,iblis,said
29612,said,lord
29613,lord,give
29614,give,respite
29615,respite,till
29616,till,day
29617,day,dead
29618,dead,raised
29619,allah,said
29620,said,respite
29621,respite,granted
29622,granted,thee
29623,till,day
29624,day,time
29625,time,appointed
29626,iblis,said
29627,said,lord
29628,lord,thou
29629,thou,hast
29630,hast,put
29631,put,wrong
29632,wrong,make
29633,make,wrong
29634,wrong,fair
29635,fair,seeming
29636,seeming,earth
29637,earth,andwill
29638,andwill,put
29639,put,wrong
29640,except,thy
29641,thy,servants
29642,servants,among
29643,among,sincere
29644,sincere,purified
29645,purified,thy
29646,thy,grace
29647,allah,said
29648,said,way
29649,way,sincere
29650,sincere,servants
29651,servants,indeedway
29652,indeedway,leads
29653,leads,straight
29654,servants,authority
29655,authority,shalt
29656,shalt,thou
29657,thou,except
29658,except,put
29659,put,wrong
29660,wrong,follow
29661,follow,thee
29662,verily,hell
29663,hell,promised
29664,promised,abode
29665,seven,gates
29666,gates,gates
29667,gates,isspecial
29668,isspecial,class
29669,class,sinners
29670,sinners,assigned
29671,righteous,amid
29672,amid,gardens
29673,gardens,fountains
29674,fountains,clear
29675,clear,flowing
29676,flowing,water
29677,greeting,enter
29678,enter,ye
29679,ye,peace
29680,peace,security
29681,shall,remove
29682,remove,hearts
29683,hearts,lurking
29684,lurking,sense
29685,sense,injury
29686,injury,brothers
29687,brothers,joyfully
29688,joyfully,facing
29689,facing,thrones
29690,thrones,dignity
29691,sense,fatigue
29692,fatigue,shall
29693,shall,touch
29694,touch,shall
29695,shall,ever
29696,ever,asked
29697,asked,leave
29698,tell,servants
29699,servants,thatam
29700,thatam,indeed
29701,indeed,oft
29702,oft,forgiving
29703,forgiving,merciful
29704,penalty,indeed
29705,indeed,grievous
29706,grievous,penalty
29707,tell,guests
29708,guests,abraham
29709,entered,presence
29710,presence,said
29711,said,peace
29712,peace,said
29713,said,feel
29714,feel,afraid
29715,said,fear
29716,fear,give
29717,give,thee
29718,thee,glad
29719,glad,tidings
29720,tidings,ofson
29721,ofson,endowed
29722,endowed,wisdom
29723,said,ye
29724,ye,give
29725,give,glad
29726,glad,tidings
29727,tidings,old
29728,old,age
29729,age,seized
29730,seized,good
29731,good,news
29732,said,give
29733,give,thee
29734,thee,glad
29735,glad,tidings
29736,tidings,truth
29737,truth,despair
29738,said,despairs
29739,despairs,mercy
29740,mercy,lord
29741,lord,go
29742,go,astray
29743,abraham,said
29744,said,business
29745,business,ye
29746,ye,come
29747,come,ye
29748,ye,messengers
29749,messengers,allah
29750,said,sent
29751,sent,topeople
29752,topeople,deep
29753,deep,sin
29754,excepting,adherents
29755,adherents,lut
29756,lut,certainly
29757,certainly,charged
29758,charged,save
29759,save,harm
29760,except,wife
29761,wife,ascertained
29762,ascertained,among
29763,among,lag
29764,lag,behind
29765,length,messengers
29766,messengers,arrived
29767,arrived,among
29768,among,adherents
29769,adherents,lut
29770,said,ye
29771,ye,appear
29772,appear,uncommon
29773,uncommon,folk
29774,said,yea
29775,yea,come
29776,come,thee
29777,thee,accomplish
29778,accomplish,doubt
29779,brought,thee
29780,thee,inevitably
29781,inevitably,due
29782,due,assuredly
29783,assuredly,tell
29784,tell,truth
29785,travel,night
29786,night,thy
29787,thy,household
29788,household,whenportion
29789,whenportion,night
29790,night,yet
29791,yet,remains
29792,remains,thou
29793,thou,bring
29794,bring,rear
29795,rear,let
29796,let,one
29797,one,amongst
29798,amongst,look
29799,look,back
29800,back,pass
29801,pass,whither
29802,whither,ye
29803,ye,ordered
29804,made,known
29805,known,decree
29806,decree,last
29807,last,remnants
29808,remnants,sinners
29809,sinners,cut
29810,cut,morning
29811,inhabitants,city
29812,city,came
29813,came,mad
29814,mad,joy
29815,joy,news
29816,news,young
29817,young,men
29818,lut,said
29819,said,guests
29820,guests,disgrace
29821,fear,allah
29822,allah,shame
29823,said,forbid
29824,forbid,thee
29825,thee,speak
29826,speak,sundry
29827,said,daughters
29828,daughters,marry
29829,marry,ye
29830,ye,must
29831,must,act
29832,verily,thy
29833,thy,lifeprophet
29834,lifeprophet,wild
29835,wild,intoxication
29836,intoxication,wander
29837,wander,distraction
29838,distraction,fro
29839,mighty,blast
29840,blast,overtook
29841,overtook,morning
29842,turned,cities
29843,cities,upside
29844,upside,rained
29845,rained,brimstones
29846,brimstones,hard
29847,hard,baked
29848,baked,clay
29849,behold,signs
29850,signs,tokens
29851,tokens,understand
29852,cities,right
29853,right,high
29854,high,road
29855,behold,issign
29856,issign,believed
29857,companions,wood
29858,wood,also
29859,also,wrong
29860,wrong,doers
29861,exacted,retribution
29862,retribution,open
29863,open,highway
29864,highway,plain
29865,plain,see
29866,companions,rocky
29867,rocky,tract
29868,tract,also
29869,also,rejected
29870,rejected,messengers
29871,sent,signs
29872,signs,persisted
29873,persisted,turning
29874,turning,away
29875,mountains,hew
29876,hew,edifices
29877,edifices,feeling
29878,feeling,secure
29879,mighty,blast
29880,blast,seized
29881,seized,ofmorning
29882,avail,art
29883,art,care
29884,created,heavens
29885,heavens,earth
29886,earth,ends
29887,ends,hour
29888,hour,surely
29889,surely,coming
29890,coming,manifest
29891,manifest,overlook
29892,overlook,human
29893,human,faults
29894,faults,gracious
29895,gracious,forgiveness
29896,verily,thy
29897,thy,lord
29898,lord,master
29899,master,creator
29900,creator,knowing
29901,knowing,things
29902,bestowed,upon
29903,upon,thee
29904,thee,seven
29905,seven,oft
29906,oft,repeated
29907,repeated,verses
29908,verses,grand
29909,grand,qur
29910,strain,thine
29911,thine,eyes
29912,eyes,wistfully
29913,wistfully,bestowed
29914,bestowed,certain
29915,certain,classes
29916,classes,grieve
29917,grieve,lower
29918,lower,thy
29919,thy,wing
29920,wing,gentleness
29921,gentleness,believers
29922,say,indeed
29923,indeed,warneth
29924,warneth,openly
29925,openly,without
29926,without,ambiguity
29927,wrath,sent
29928,sent,divided
29929,divided,scripture
29930,scripture,arbitrary
29931,arbitrary,parts
29932,also,made
29933,made,qur
29934,qur,shreds
29935,shreds,please
29936,therefore,lord
29937,lord,ofsurety
29938,ofsurety,call
29939,call,account
29940,therefore,expound
29941,expound,openly
29942,openly,thou
29943,thou,art
29944,art,commanded
29945,commanded,turn
29946,turn,away
29947,away,join
29948,join,false
29949,false,gods
29950,gods,allah
29951,sufficient,unto
29952,unto,thee
29953,thee,scoff
29954,adopt,allah
29955,allah,another
29956,another,god
29957,god,soon
29958,soon,come
29959,come,know
29960,indeed,know
29961,know,thy
29962,thy,heart
29963,heart,distressed
29964,distressed,say
29965,celebrate,praises
29966,praises,thy
29967,thy,lord
29968,lord,prostrate
29969,prostrate,adoration
29970,serve,thy
29971,thy,lord
29972,lord,come
29973,come,unto
29974,unto,thee
29975,thee,hour
29976,hour,certain
29977,inevitable,cometh
29978,cometh,pass
29979,pass,command
29980,command,allah
29981,allah,seek
29982,seek,ye
29983,ye,hasten
29984,hasten,glory
29985,glory,far
29986,far,partners
29987,partners,ascribe
29988,ascribe,unto
29989,doth,send
29990,send,angels
29991,angels,inspiration
29992,inspiration,command
29993,command,servants
29994,servants,pleaseth
29995,pleaseth,saying
29996,saying,warn
29997,warn,man
29998,man,god
29999,god,duty
30000,duty,unto
30001,created,heavens
30002,heavens,earth
30003,earth,ends
30004,ends,far
30005,far,partners
30006,partners,ascribe
30007,created,man
30008,man,fromsperm
30009,fromsperm,drop
30010,drop,behold
30011,behold,man
30012,man,becomes
30013,becomes,open
30014,open,disputer
30015,cattle,created
30016,created,men
30017,men,ye
30018,ye,derive
30019,derive,warmth
30020,warmth,numerous
30021,numerous,benefits
30022,benefits,meat
30023,meat,ye
30024,ye,eat
30025,ye,havesense
30026,havesense,pride
30027,pride,beauty
30028,beauty,ye
30029,ye,drive
30030,drive,home
30031,home,evening
30032,evening,ye
30033,ye,lead
30034,lead,forth
30035,forth,pasture
30036,pasture,morning
30037,carry,heavy
30038,heavy,loads
30039,loads,lands
30040,lands,ye
30041,ye,could
30042,could,otherwise
30043,otherwise,reach
30044,reach,except
30045,except,souls
30046,souls,distressed
30047,distressed,lord
30048,lord,indeed
30049,indeed,kind
30050,kind,merciful
30051,created,horses
30052,horses,mules
30053,mules,donkeys
30054,donkeys,ride
30055,ride,use
30056,use,show
30057,show,created
30058,created,things
30059,things,ye
30060,ye,knowledge
30061,unto,allah
30062,allah,leads
30063,leads,straight
30064,straight,way
30065,way,ways
30066,ways,turn
30067,turn,aside
30068,aside,allah
30069,allah,willed
30070,willed,could
30071,could,guided
30072,sends,rain
30073,rain,sky
30074,sky,ye
30075,ye,drink
30076,drink,grows
30077,grows,vegetation
30078,vegetation,ye
30079,ye,feed
30080,feed,cattle
30081,produces,corn
30082,corn,olives
30083,olives,date
30084,date,palms
30085,palms,grapes
30086,grapes,every
30087,every,kind
30088,kind,fruit
30089,fruit,verily
30090,verily,issign
30091,issign,give
30092,give,thought
30093,made,subject
30094,subject,night
30095,night,day
30096,day,sun
30097,sun,moon
30098,moon,stars
30099,stars,subjection
30100,subjection,command
30101,command,verily
30102,verily,signs
30103,signs,men
30104,men,wise
30105,things,earth
30106,earth,multiplied
30107,multiplied,varying
30108,varying,colours
30109,colours,qualities
30110,qualities,verily
30111,verily,issign
30112,issign,men
30113,men,celebrate
30114,celebrate,praises
30115,praises,allah
30116,allah,gratitude
30117,made,sea
30118,sea,subject
30119,subject,ye
30120,ye,may
30121,may,eat
30122,eat,thereof
30123,thereof,flesh
30124,flesh,fresh
30125,fresh,tender
30126,tender,ye
30127,ye,may
30128,may,extract
30129,extract,therefrom
30130,therefrom,ornaments
30131,ornaments,wear
30132,wear,thou
30133,thou,seest
30134,seest,ships
30135,ships,therein
30136,therein,plough
30137,plough,waves
30138,waves,ye
30139,ye,may
30140,may,seek
30141,seek,thus
30142,thus,bounty
30143,bounty,allah
30144,allah,ye
30145,ye,may
30146,may,grateful
30147,set,earth
30148,earth,mountains
30149,mountains,standing
30150,standing,firm
30151,firm,lest
30152,lest,shake
30153,shake,rivers
30154,rivers,roads
30155,roads,ye
30156,ye,may
30157,may,guide
30158,marks,sign
30159,sign,posts
30160,posts,stars
30161,stars,men
30162,men,guide
30163,creates,like
30164,like,one
30165,one,creates
30166,creates,ye
30167,ye,receive
30168,receive,admonition
30169,ye,would
30170,would,count
30171,count,favours
30172,favours,allah
30173,allah,never
30174,never,would
30175,would,ye
30176,ye,able
30177,able,number
30178,number,allah
30179,allah,oft
30180,oft,forgiving
30181,forgiving,merciful
30182,allah,doth
30183,doth,know
30184,know,ye
30185,ye,conceal
30186,conceal,ye
30187,ye,reveal
30188,invoke,besides
30189,besides,allah
30190,allah,create
30191,create,nothing
30192,nothing,created
30193,things,dead
30194,dead,lifeless
30195,lifeless,know
30196,know,raised
30197,allah,one
30198,one,allah
30199,allah,believe
30200,believe,hereafter
30201,hereafter,hearts
30202,hearts,refuse
30203,refuse,know
30204,know,arrogant
30205,undoubtedly,allah
30206,allah,doth
30207,doth,know
30208,know,conceal
30209,conceal,reveal
30210,reveal,verily
30211,verily,loveth
30212,loveth,arrogant
30213,said,lord
30214,lord,revealed
30215,revealed,say
30216,say,tales
30217,tales,ancients
30218,let,bear
30219,bear,day
30220,day,judgment
30221,judgment,burdens
30222,burdens,full
30223,full,also
30224,also,something
30225,something,burdens
30226,burdens,without
30227,without,knowledge
30228,knowledge,misled
30229,misled,alas
30230,alas,grievous
30231,grievous,burdens
30232,burdens,bear
30233,also,plot
30234,plot,allah
30235,allah,way
30236,way,allah
30237,allah,took
30238,took,structures
30239,structures,foundations
30240,foundations,roof
30241,roof,fell
30242,fell,wrath
30243,wrath,seized
30244,seized,directions
30245,directions,perceive
30246,day,judgment
30247,judgment,cover
30248,cover,shame
30249,shame,say
30250,say,partners
30251,partners,concerning
30252,concerning,ye
30253,ye,used
30254,used,dispute
30255,dispute,godly
30256,godly,endued
30257,endued,knowledge
30258,knowledge,say
30259,say,day
30260,day,indeed
30261,indeed,unbelievers
30262,unbelievers,covered
30263,covered,shame
30264,shame,misery
30265,namely,whose
30266,whose,lives
30267,lives,angels
30268,angels,take
30269,take,instate
30270,instate,wrong
30271,wrong,souls
30272,souls,would
30273,would,offer
30274,offer,submission
30275,submission,pretence
30276,pretence,evil
30277,evil,knowingly
30278,knowingly,angels
30279,angels,reply
30280,reply,nay
30281,nay,verily
30282,verily,allah
30283,allah,knoweth
30284,knoweth,ye
30285,enter,gates
30286,gates,hell
30287,hell,dwell
30288,dwell,therein
30289,therein,thus
30290,thus,evil
30291,evil,indeed
30292,indeed,abode
30293,abode,arrogant
30294,righteous,said
30295,said,lord
30296,lord,revealed
30297,revealed,say
30298,say,good
30299,good,good
30300,good,good
30301,good,world
30302,world,home
30303,home,hereafter
30304,hereafter,even
30305,even,better
30306,better,excellent
30307,excellent,indeed
30308,indeed,home
30309,home,righteous
30310,gardens,eternity
30311,eternity,enter
30312,enter,beneath
30313,beneath,flow
30314,flow,pleasant
30315,pleasant,rivers
30316,rivers,therein
30317,therein,wish
30318,wish,thus
30319,thus,doth
30320,doth,allah
30321,allah,reward
